QueryId,EntityId
002,758546
002,3576756
002,3494659
002,794776
002,366601
002,3192913
002,2544424
002,2496299
002,3572540
002,1139430
002,2616207
002,1216465
002,956021
002,2508807
002,1255621
002,481606
002,2508826
002,4406241
002,1745425
002,2508842
002,1850915
002,2496331
002,3576754
002,1989301
002,955969
002,946959
002,551044
002,430575
002,3576393
002,2508806
002,4058548
002,1828935
002,430530
002,3889871
002,3576510
002,1196304
002,4627482
002,4241831
002,2496305
002,3651053
002,2800893
002,1862418
002,837572
002,837570
002,430538
002,2713857
002,1992343
002,1275116
002,741013
002,430488
002,4355929
002,3891647
002,937635
002,2798170
002,846792
002,430448
002,4482640
002,3576438
002,2496301
002,837751
002,3674981
002,2612362
002,3592977
002,937465
002,558174
002,558157
002,3892378
002,3651172
002,3402382
002,2896512
002,2496309
002,938532
002,837678
002,4196645
002,3262831
002,1411577
002,1280403
002,1158269
002,1101026
002,938640
002,430423
002,371051
002,3899070
002,3894916
002,3894239
002,3890969
002,3890932
002,3682229
002,3637393
002,3576520
002,3576502
002,3576376
002,3576372
002,3572564
002,3365033
002,3351161
002,2658328
002,2496328
002,1259103
004,1431282
004,3248690
004,2198673
004,2684843
004,759613
004,573230
004,1300992
004,1842323
004,708945
004,3463060
004,1658568
004,569665
004,563289
004,3899932
004,2946833
004,567187
004,3139815
004,3433221
004,3726763
004,3138806
004,3138304
004,1841606
004,4627023
004,3145670
004,3140029
004,3139408
004,3138698
004,3138418
004,569628
004,564284
004,183269
004,3138439
004,3138240
004,3138181
004,3138157
004,3139175
004,3630910
004,2071791
004,589404
004,3139014
004,3138925
004,3138576
004,3138238
004,2754760
004,2132349
004,88176
004,2408022
004,1531022
004,186149
004,172148
004,2345637
004,4558722
004,3472187
004,3432984
004,3139450
004,3138975
004,3138622
004,3066957
004,3053326
004,2266578
004,733960
004,573225
004,181965
004,166022
004,166001
006,1976741
006,3139368
006,1078101
006,3066138
006,2792527
006,3066143
006,4116692
006,352183
006,4474551
006,1078109
006,3170461
006,1951055
006,4116694
006,1731480
006,4455610
006,3546074
006,3053326
006,1078104
006,4271332
006,4143295
006,3595843
006,3472545
006,3425718
006,2547072
006,2547067
006,2547066
006,2547065
006,2547064
006,2427684
006,2384721
006,2177465
006,2172567
006,2128341
006,1836697
006,1739296
006,1412944
006,185097
006,183269
008,1309851
008,2447580
008,1309861
008,4404730
008,3281489
008,2718310
008,2553621
008,2478701
008,1720839
008,1372011
008,1309864
008,1309863
008,1309862
008,1309855
008,1309852
008,1042535
008,4381520
008,4119015
008,2434018
008,1720838
008,1309858
008,1309856
008,1309850
008,297212
008,4235340
008,4226862
008,4210637
008,4130373
008,4094450
008,3830178
008,3625295
008,3344742
008,3211351
008,3195095
008,3023726
008,2914614
008,2608707
008,2590165
008,2320482
008,2077371
008,1838869
008,1812298
008,1647361
008,1431569
008,1309860
008,1309859
008,1309857
008,1309854
008,1309853
008,1309849
008,659027
008,659026
008,657929
008,207533
008,4635843
008,4596269
008,4559226
008,4529084
008,4461649
008,4427039
008,4420364
008,4395515
008,4384607
008,4304293
008,4275110
008,4260588
008,4244449
008,4231837
008,4187052
008,4146782
008,4128209
008,4118127
008,4075731
008,4010057
008,4008400
008,3958521
008,3925991
008,3915554
008,3909945
008,3886936
008,3873769
008,3760428
008,3699559
008,3696367
008,3686430
008,3659689
008,3601085
008,3527525
008,3448209
008,3421187
008,3358671
008,3356127
008,3344840
008,3344549
008,3344488
008,3326283
008,3316533
008,3260797
008,3224069
011,1487739
011,199845
011,2646251
011,3445794
011,859278
011,3188994
011,2208028
011,1952708
011,866808
011,1147476
011,4407025
011,4399555
011,1770443
011,3664889
011,3203444
011,2483780
011,3945186
011,3406125
011,1487740
011,1993621
011,3202001
011,2547857
011,680829
011,482044
011,4033854
011,1178674
011,4351441
011,2733919
011,1487723
011,333853
011,210613
011,3399379
011,3049974
011,2195748
011,2758475
011,3680941
011,3407309
011,3149769
011,4377555
011,1148813
011,903038
011,333844
011,4351445
011,2220435
011,1064377
011,619150
011,618053
011,2483727
011,2287492
011,386687
011,1231975
011,676301
011,3690926
011,3173247
011,3759677
011,3535026
011,1955887
011,636804
011,2862902
011,1953071
011,1746596
011,3966588
011,3531829
011,3463046
011,2992259
011,2483742
011,1951872
011,1774402
011,4259043
011,3749776
011,3636117
011,3199412
011,2882186
011,2742526
011,1839923
011,1436245
011,619529
011,2733921
011,2678100
011,1931321
011,1654886
011,909868
011,903561
011,390776
011,4550033
011,4389738
011,4282324
011,3959147
011,3222535
011,1661478
011,1425235
011,1194562
011,749004
011,4069381
011,3495873
011,3447278
011,3363014
011,3198576
011,3051138
012,4041364
012,2932562
012,1680347
012,1935014
012,412758
012,4298253
012,2932181
012,2457662
012,1759198
012,1326736
012,2399501
012,1510034
012,3279895
012,4285714
012,3612692
012,3267998
012,2932499
012,2141772
012,1879404
012,1835069
012,1543172
012,1482331
012,1605154
012,4533894
012,4188119
012,3866246
012,2990203
012,2821299
012,2397984
012,641548
012,581681
012,4261227
012,3976265
012,1519713
012,4122700
012,3716391
012,2936397
012,2936354
012,2838808
012,1879402
012,853694
012,582746
012,2147547
012,2003958
012,1099787
012,4517718
012,2746851
012,2053566
012,1572420
012,1514467
012,1344911
012,4392959
012,3764294
012,3245629
012,3114177
012,3068315
012,2625459
012,2419612
012,1468722
012,517442
012,445462
012,269677
012,2105996
012,326785
012,4418764
012,2135128
012,410776
012,4461066
012,4459656
012,4440247
012,4079569
012,4044174
012,3292902
012,2940213
012,2933060
012,2932203
012,2854012
012,2633103
012,2616706
012,2332728
012,1871076
012,1641659
012,1339218
012,1232665
012,940121
012,897670
012,883925
012,815926
012,775462
012,358512
012,4007854
012,3228143
012,2457661
012,2127884
012,4233404
012,3924218
012,2400903
012,2170732
012,957376
014,3071062
014,4186953
014,1084409
014,408345
014,801715
021,1794601
021,835070
021,3430059
021,3106738
021,4517117
021,1019610
021,4132767
021,2051422
021,319344
021,4110135
021,4463970
021,4388558
021,4128227
021,3521432
021,2074985
021,1828980
021,4584988
021,4113143
021,4103556
021,2168255
021,1489979
021,4126004
021,2169501
021,4263752
021,3519832
021,3002229
021,2812771
021,1405639
021,4486770
021,4126003
021,3935703
021,1224832
021,319342
021,4240487
021,4194489
021,4131751
021,4075841
021,4014836
021,3852792
021,3781743
021,3696014
021,2936076
021,2593086
021,2119839
021,2037520
021,1773411
021,1460022
021,1459597
022,3140987
022,4161188
022,4110135
022,2336870
022,828414
022,3847930
022,3696014
022,3232972
025,1911236
027,1714467
027,3136883
027,3489341
027,1418407
027,3824168
027,1079503
027,3613097
027,3136808
027,3136837
027,3136964
027,3948567
027,917417
027,4242859
027,600554
027,2220012
027,1020188
027,4585619
027,3346184
027,2998145
027,1142947
027,871058
027,714143
028,1647609
028,945424
028,600554
028,3127447
028,4629208
028,4313934
028,2590084
028,1142947
032,655557
032,1714383
032,3648375
032,4476650
032,1155189
032,3735757
032,3975961
032,3245171
032,3245170
032,3917084
032,4383928
032,4242103
032,2807453
032,663718
032,1627740
032,660086
032,1330548
032,1711905
032,1259584
032,255217
032,4534904
032,4136504
032,3516299
032,2569006
032,2477610
032,2297157
032,1912511
032,720003
032,665146
032,1239054
032,3560104
032,1764359
032,3685032
032,3340054
032,2747161
032,1576479
032,1053522
032,3858931
032,1997491
032,1954477
032,1450851
032,659548
032,659398
032,4264557
032,4241548
032,3525643
032,2417156
032,1259680
032,328390
032,4406742
032,1056073
032,4609203
032,4313935
032,4247838
032,4091806
032,4091485
032,4079832
032,2564562
032,2417379
032,1756636
032,970061
032,4368071
032,4102711
032,3867300
032,3848116
032,3389709
032,2911407
032,2263410
032,2133608
032,1486101
032,959695
032,679788
032,659537
032,575178
032,2734704
032,2670221
032,2441359
032,1753319
032,1018362
032,626594
032,4587569
032,4497776
032,4405974
032,4402526
032,4402517
032,4236939
032,4221907
032,4219387
032,4153095
032,4149934
032,4131434
032,4103033
032,3851504
032,3783340
032,3480592
032,3352993
032,3313800
032,3268816
032,2936312
033,224926
037,2840989
037,1399659
037,532384
037,2840990
037,1865102
037,2840987
037,4289856
037,4289855
037,4028572
037,1853562
037,2644018
037,2757245
037,348242
037,4028537
037,3160328
037,4289859
037,859438
037,525868
037,2406846
037,517522
037,303394
037,4027302
037,1613771
037,703746
038,1853562
038,280482
039,4235622
039,3439576
039,3538812
039,1068776
039,775520
039,358418
039,4235580
039,2779816
039,3482481
039,358417
039,2982339
039,1472167
039,1636882
039,2686027
039,3581968
039,3071337
039,1636866
039,829750
039,3211730
039,2358936
039,4235623
039,4417973
039,4247432
039,1636873
039,1021083
039,3388634
039,1250046
039,4498607
039,4235633
039,3786006
039,3581964
039,3482482
039,2604246
039,170424
039,4235510
039,3071329
039,4204925
039,4306766
039,4260854
039,4235591
039,3531483
039,3243680
039,2778295
039,2078209
039,431171
039,57218
039,56204
039,55239
039,54319
039,53419
039,52502
039,51593
039,50727
039,49928
039,49073
039,48293
039,47493
039,46791
039,46100
039,45405
039,2912538
039,4540280
039,4235613
039,4235492
039,3872489
039,1682715
039,1379827
039,4235448
039,3438203
039,3367542
039,2908448
039,1682712
039,4289900
039,3381780
039,1636890
039,2637058
039,1878780
039,588702
039,4372065
039,4235576
039,4235524
039,4235485
039,4235418
039,3581969
039,3581961
039,3526314
039,2361858
039,2055418
039,1856986
039,1681181
039,1636884
039,1636883
039,1636876
039,1556213
039,1500686
039,1036615
039,1019970
039,932468
039,111860
045,2250721
045,1090295
045,287271
045,502213
045,2052441
045,2780949
045,1008565
045,1143913
045,2647181
045,2103253
045,1998739
045,3778965
045,2459573
045,679176
045,1465903
045,1372575
045,2258776
045,1227145
045,651856
045,628670
045,1615745
045,397353
045,4200163
045,1480414
045,896276
045,1724238
045,269071
045,2399177
045,1215693
045,3487687
045,4206543
045,2793213
045,1632441
045,645305
045,3811027
045,342863
045,2385629
045,3772706
045,3638287
045,3194457
045,2024130
045,2667216
045,2089901
045,679214
045,399491
045,2776983
045,2371471
045,1389955
045,1207789
045,4239893
045,2335173
045,1037216
045,304421
045,2053670
045,722444
045,846565
045,220964
045,2192427
045,3178540
045,3439088
045,579737
045,1071779
045,3976235
045,2815721
045,3617417
045,3001356
045,831676
045,4191149
045,1044905
045,3313032
045,3810707
045,3794845
045,1156141
045,720587
045,3761611
045,2294304
045,3979076
045,2974711
045,3229291
045,2295758
045,4040400
045,1750873
045,3534380
045,4473281
045,2399397
045,2160523
045,2842573
045,4628682
045,3688332
045,2249913
045,2703291
045,823643
045,700610
045,2467972
045,3978940
045,3582774
045,2080695
045,1226376
045,1103659
046,1908468
046,3212131
046,1758123
046,1746856
046,2349249
046,3618941
046,2295741
046,4591091
046,537779
046,1636579
046,3037026
046,1708461
046,3406044
046,169083
046,4541529
046,3676484
046,2234309
046,3211949
046,2349265
046,1834482
046,3775810
046,3775784
046,3211997
046,2414642
046,2349239
046,2295512
046,915739
046,3815997
046,664527
046,3920781
046,4583485
046,2294294
046,2197201
046,1654318
046,417683
046,3448860
046,3966877
046,3961483
046,1636577
046,4583501
046,2843530
046,2616973
046,3841776
046,3212613
046,2238163
046,197704
046,177840
046,3740018
046,3212348
046,1636586
046,4189729
046,3877966
046,3815996
046,1459226
046,2370071
046,1556200
046,3740073
046,1636578
046,4103136
046,3775948
046,3850696
046,2081574
046,3212279
046,2294749
046,1904859
046,4577864
046,703051
046,4593827
046,1941201
046,726524
046,915070
046,169184
046,4004730
046,1078177
046,2601266
046,651334
046,3869357
046,2843550
046,2349245
046,2197212
046,1758148
046,522086
046,3727926
046,2857858
046,2090036
046,1806503
046,2081567
046,1854205
046,1636634
046,2222317
046,1821397
046,770726
046,3357282
046,1636576
046,2011652
046,1636203
046,1272392
046,4583379
046,4544293
047,2520124
047,2520123
047,3997211
047,2566414
047,4363846
047,1399933
047,3024344
047,4100265
047,1324519
047,1541817
047,1190957
047,1324250
047,1323718
047,906735
047,496253
047,1845060
047,1957565
047,3252051
047,1250841
047,1203468
047,3449049
047,2865333
047,1323281
047,1246169
047,3504714
047,656228
047,3015421
047,1324275
047,660465
047,679792
047,4043528
047,3066787
047,3821245
047,3964498
047,903247
047,1324435
047,2846341
047,1879917
047,2476079
047,587315
047,337698
047,4085027
047,1149520
047,624621
047,432761
047,4292939
047,3468479
047,486412
047,3355114
047,4145814
047,3626215
047,579284
047,4245810
047,2476083
047,3883611
047,1570008
047,978238
047,3927278
047,2213349
047,337703
047,1068182
047,704645
047,3360254
047,1874596
047,1834339
047,1247402
047,603916
047,4157235
047,4130492
047,3870490
047,3852158
047,3004061
047,3001416
047,1990768
047,846874
047,250224
047,1702398
047,2647181
047,2443541
047,1760157
047,1051867
047,932651
047,3773700
047,2348700
047,1249813
047,4534692
047,4126919
047,3955643
047,1200850
047,1324239
047,1237937
047,926291
047,2526256
047,1205126
047,655506
047,260808
047,3858390
047,3141634
047,2934168
054,2499993
054,2515200
054,2540320
054,2484022
054,2485127
054,2193137
054,2192798
054,153609
054,3076041
054,2195566
054,2195554
054,2192609
054,1754993
054,4631626
054,4485732
054,4154932
054,4095201
054,4011519
054,3986962
054,3986931
054,3986926
054,3986684
054,3671400
054,3269549
054,3145781
054,3066894
054,2981850
054,2691188
054,2511007
054,2500784
054,2195494
054,2193151
054,2193007
054,2192987
054,2192790
054,2192722
054,1899016
054,1799305
054,1534984
054,1304186
054,717211
054,647836
054,558839
054,206583
054,166123
054,124985
054,29207
054,4567855
054,4563724
054,4556813
054,4550683
054,4456137
054,4409148
054,4366478
054,4320729
054,4286320
054,4262527
054,4262434
054,4206036
054,4197217
054,4113937
054,4077988
054,4010490
054,3987355
054,3986963
054,3986960
054,3986954
054,3986952
054,3986947
054,3986942
054,3986941
054,3986940
054,3986932
054,3986930
054,3986925
054,3986685
054,3986673
054,3986666
054,3986665
054,3986664
054,3986662
054,3986655
054,3986654
054,3986653
054,3986651
054,3986650
054,3986648
054,3986647
054,3986563
054,3978806
054,3866127
054,3696665
054,3689662
054,3669161
054,3650825
054,3650824
054,3600435
054,3538953
054,3471252
056,2305775
056,881
057,555074
072,3110710
074,884035
079,1354115
079,4065532
079,2553526
079,1617001
079,445622
079,2387086
079,1008565
079,1260398
079,3137949
079,3988986
079,3922631
079,1616176
079,3748144
079,2423335
079,2964966
079,4452129
079,3840584
079,1465463
079,587346
079,3801566
079,1639933
079,3569914
079,760395
079,2557991
079,2194103
079,4546024
079,2963927
079,2387117
079,4088548
079,3490839
079,2481216
079,1617020
079,3873918
079,1617049
079,1593281
079,1203224
079,2989625
079,2387207
079,1518180
079,4203640
079,311079
079,4446738
079,4103008
079,3852380
079,2962131
079,1827533
079,1618135
079,1616596
079,1616842
079,1616085
079,1159313
079,3011882
079,1080504
079,2320404
079,2600658
079,2386992
079,4096105
079,3010410
079,2459573
079,3796361
079,4107697
079,4035043
079,3137349
079,2674994
079,2160754
079,1977643
079,4113922
079,4062701
079,3612679
079,2901625
079,2887151
079,1174018
079,194971
079,2481226
079,2387116
079,1800619
079,3172812
079,1973631
079,4134107
079,2057238
079,4503167
079,4391380
079,4347021
079,4119489
079,4072756
079,3172979
079,2112904
079,1616485
079,1248946
079,1008570
079,1002002
079,510854
079,482637
079,248307
079,2428768
079,2255398
079,1699703
079,1174062
079,3495257
080,1167842
080,1290427
080,237914
080,1530529
080,1576479
080,2303742
080,594175
080,509604
080,303984
080,2263410
080,2127656
080,3540847
080,2811009
080,2295762
080,2163900
080,2044065
080,2014260
080,1603017
080,1105617
080,738098
080,604895
080,387883
080,310954
080,1691557
080,4618700
080,3929627
080,3234347
080,2109027
080,2099079
080,604478
080,380097
080,2085015
080,4238785
080,4187348
080,4004642
080,3718644
080,3578832
080,3497818
080,2803937
080,2415367
080,2153703
080,2138343
080,2108979
080,1929834
080,1642986
080,1207450
080,1141199
080,1118211
080,1105808
080,4133510
080,2109903
080,1691505
080,4469757
080,3926176
080,3827381
080,3804746
080,3594944
080,3557074
080,3551868
080,3481540
080,2569039
080,2453054
080,2124639
080,2122803
080,2122251
080,1888005
080,1860645
080,1828489
080,1371156
080,1323220
080,1296582
080,927037
080,4585698
080,4493877
080,4485026
080,4362924
080,4217292
080,4149175
080,4078118
080,3914432
080,3700278
080,3474457
080,2691160
080,2566270
080,2452699
080,1691876
080,1691699
080,1691667
080,1642999
080,1407495
080,1355134
080,1209947
080,1190241
080,1123405
080,1076135
080,1026276
080,705194
080,629006
080,405219
084,2006653
084,1601939
084,1098464
084,1089338
084,2246228
084,1802257
091,996056
091,3111349
091,3871329
091,1691378
091,995953
091,4576385
091,3703495
091,3604913
091,3602127
091,2527907
091,352201
091,1110017
091,639810
091,3249730
091,1788811
091,1484734
091,4398895
091,2559381
091,269829
091,1837395
091,1243075
091,1484525
091,2511609
091,2511320
091,646070
091,1484137
091,4489635
091,3883885
091,3862739
091,2527915
091,2511614
091,2511600
091,2511502
091,2511492
091,2511429
091,1700946
091,1478432
091,434267
091,3536999
091,3057794
091,1932155
091,1409189
091,639986
091,196388
091,2527920
091,4317627
091,4057073
091,3694047
091,3598759
091,3329408
091,2511567
091,2511505
091,2511378
091,2511319
091,2325235
091,1953389
091,1901427
091,1689272
091,996069
091,996061
091,783307
091,726297
091,646291
091,639786
091,560344
091,4521307
091,2265439
091,1484258
091,822869
091,1772625
091,3135833
091,4279060
091,3871332
091,3820952
091,3387914
091,3311067
091,3303055
091,3293532
091,3222526
091,2672746
091,2453147
091,1893236
091,1789068
091,1690708
091,1476929
091,1475603
091,724005
091,640009
091,639701
091,3771499
091,3394187
091,1845273
091,1484538
091,1042987
091,822572
091,4487353
091,4486664
091,4091140
091,3939920
092,3324978
092,1307614
092,2534524
092,2530006
092,355726
092,1962938
092,3151749
092,3388426
092,1410808
094,1355245
102,2860875
102,4248249
102,4456876
102,2249122
102,2597281
102,2508642
102,224990
102,2864745
102,1760100
102,3401265
102,1195641
102,991618
102,1445726
102,294048
102,4039509
102,3672882
102,4250899
102,4302387
102,1953494
102,1340401
102,348617
102,4477084
102,3914808
102,3649245
102,886793
102,806991
102,1340408
102,499578
102,1876473
102,3067140
102,796906
102,4365061
102,3724946
102,3670178
102,356595
102,250222
102,4342963
102,3639841
102,1974809
102,1810980
102,1157252
102,539575
102,4249426
102,806946
102,2300928
102,1850266
102,4545726
102,4301033
102,4248378
102,3581426
102,2561257
102,2402877
102,2155231
102,1277502
102,926864
102,903296
102,565584
102,338621
102,2552597
102,1058740
102,2412933
102,3493679
102,3086986
102,2246404
102,1443368
102,3583736
102,4545871
102,3116299
102,2979136
102,990220
102,4179649
102,3330219
102,3683591
102,3389139
102,3369281
102,3013482
102,1157673
102,3624943
102,3571475
102,3543026
102,3457523
102,3337704
102,3178122
102,3107195
102,2809682
102,1784388
102,1629768
102,1412574
102,1294629
102,1144798
102,1080086
102,1015755
102,444666
102,402540
102,351440
102,127406
102,4086823
102,4252790
102,3964340
105,505744
105,2879756
105,132386
105,45641
105,42421
105,36611
105,4045621
105,4265015
108,2705133
108,3658575
108,346736
108,3513822
108,1517357
108,3227248
108,1271069
108,791632
108,4212726
108,800469
108,293723
110,3802081
110,3281527
113,2016207
113,2128941
113,2693350
113,967590
113,2510143
113,47652
113,3778949
113,54476
113,4487422
113,2730876
113,2294059
113,3555851
113,1489907
113,330039
118,1799000
118,2742443
118,384541
118,3614655
118,4342723
118,3993325
118,3635418
118,2165439
118,3330661
118,1537168
118,2304586
118,957742
118,1333115
118,3477195
118,2597114
118,640376
118,544790
118,1333265
118,1049075
118,4449228
118,3061952
118,2694032
118,2468106
118,1797913
118,329956
118,1843115
118,1620668
118,1447864
118,1407454
118,384880
118,3819073
118,3641745
118,2467529
118,1637304
118,1559208
118,1521034
118,1336886
118,970860
118,923375
118,4383467
118,4025882
118,397523
118,4220711
118,3690142
118,2698090
118,2694700
118,1372088
118,1181873
118,957856
118,758858
118,4377837
118,3635548
118,3635496
118,2975169
118,2731119
118,2720107
118,2702144
118,2304591
118,1411113
118,957734
118,390425
118,4621226
118,3816321
118,3799901
118,3779053
118,3614732
118,3494997
118,2767787
118,2242492
118,2202726
118,2191426
118,2189094
118,2101963
118,1988887
118,1803618
118,1798496
118,1655861
118,1637283
118,1559191
118,1329133
118,1329016
118,1229740
118,1135693
118,1086275
118,1025370
118,1012103
118,923529
118,838591
118,820918
118,640322
118,545069
118,384909
118,309315
121,3718598
121,3881447
121,2068875
121,1840324
121,3240402
121,4519115
121,2253083
121,3910106
121,3909969
121,3910070
121,3634581
121,3541980
121,3910078
121,2043973
121,930849
121,4207801
121,3910024
121,3910010
121,1912724
121,3909609
121,2641917
121,2053381
121,2499306
121,4302744
121,4297248
121,3910100
121,3910069
121,3909995
121,1594310
121,4083694
121,4520102
121,808424
121,808419
121,808415
121,1091750
121,4195598
121,4155622
121,4033492
121,3910074
121,3910041
121,3099872
121,2856188
121,2187475
121,2157975
121,2024565
121,1828828
121,1778572
121,1566093
121,1261893
121,1034518
121,979547
121,227340
121,4155612
121,4095263
121,3087835
121,2901574
121,1498289
121,864230
121,808420
121,4147757
121,4467042
121,4205804
121,4146502
121,4071701
121,4004512
121,3912394
121,3825900
121,3798538
121,3503896
121,3492312
121,3365588
121,3251423
121,2676502
121,2665384
121,2435928
121,2252247
121,1967979
121,1785590
121,1589368
121,1536867
121,1475822
121,1433747
121,1172799
121,1036705
121,984502
121,979552
121,843236
121,728181
121,598237
121,591771
121,576050
121,433374
121,371819
121,329523
121,327807
121,3715437
121,3420702
121,3954487
121,710788
122,3114291
122,645597
126,2925983
126,1928997
126,1835769
126,2084083
126,2639348
126,1088086
126,2417359
126,4590598
126,2177487
126,1119461
126,2317083
126,4269558
126,3063792
126,238538
126,2814026
126,1847991
126,2351325
126,2327893
126,2424007
126,2075549
126,2733707
126,4220537
126,1835634
126,1222712
126,2259099
126,2734387
126,4018601
126,275991
126,2194321
126,3760954
126,2261697
126,3063859
126,2084379
126,4223942
126,2734126
126,481807
126,2269140
126,3835977
126,1290608
126,1835650
126,4269542
126,2432010
126,2108396
126,4247028
126,4269549
126,4215730
126,2830659
126,2271872
126,2687133
126,700992
126,3776416
126,2391777
126,1847926
126,1847364
126,2109598
126,2733592
126,3715684
126,2093709
126,1371463
126,1846606
126,3762175
126,3526170
126,962405
126,4013169
126,2261497
126,1289704
126,2333891
126,276002
126,3760697
126,3618652
126,2173804
126,2258841
